indice,dato,tipo_dato,descripcion,quintil,anyo,valor,secreto
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2021,1203.71,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2020,1000.96,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2019,1047.71,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2018,1009.72,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2017,980.39,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2016,966.69,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2015,971.98,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2014,954.74,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2013,869.91,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2012,896.72,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2011,894.71,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2010,932.74,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2009,956.15,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2008,1009.45,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2007,942.01,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Total,2006,876.34,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2023,392.45,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2022,402.74,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2021,400.7,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2020,334.83,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2019,359.11,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2018,326.06,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2017,308.78,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2016,309.63,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2015,270.37,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2014,244.66,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2013,235.01,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2012,224.7,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2011,231.76,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2010,248.24,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2009,243.72,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2008,278.93,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2007,226.2,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 1,2006,200.64,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2023,751.07,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2022,729.03,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2021,716.92,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2020,588.04,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2019,615.98,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2018,591.26,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2017,600.41,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2016,583.08,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2015,511.54,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2014,473.76,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2013,491.16,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2012,485.18,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2011,450.25,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2010,477.57,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2009,489.25,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2008,524.76,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2007,511.85,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 2,2006,475.25,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2023,1059.27,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2022,1076.81,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2021,1024.12,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2020,819.69,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2019,936.91,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2018,916.56,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2017,858.52,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2016,846.17,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2015,801.54,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2014,697.93,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2013,657.01,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2012,683.77,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2011,712.26,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2010,693.26,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2009,716.44,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2008,762.6,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2007,743.0,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 3,2006,751.68,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2023,1546.61,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2022,1449.19,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2021,1414.61,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2020,1265.67,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2019,1313.09,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2018,1252.92,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2017,1232.13,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2016,1180.51,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2015,1144.72,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2014,1126.61,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2013,960.73,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2012,972.6,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2011,1059.94,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2010,1066.63,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2009,1132.22,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2008,1176.54,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2007,1071.46,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 4,2006,1057.19,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2023,2464.02,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2022,2483.57,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2021,2462.19,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2020,1996.56,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2019,2013.46,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2018,1961.81,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2017,1902.09,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2016,1914.05,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2015,2131.72,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2014,2230.76,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2013,2005.67,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2012,2117.34,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2011,2019.34,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2010,2178.0,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2009,2199.11,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2008,2304.44,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2007,2157.53,False
Total Nacional, Sanidad, Dato base, Gasto medio por hogar, Quintil 5,2006,1896.98,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2023,499.87,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2022,497.24,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2021,484.88,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2020,402.23,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2019,420.97,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2018,406.27,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2017,393.87,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2016,387.79,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2015,388.53,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2014,379.93,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2013,343.33,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2012,350.21,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2011,345.81,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2010,356.62,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2009,361.63,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2008,377.92,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2007,349.38,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Total,2006,322.07,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2023,134.52,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2022,141.67,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2021,138.5,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2020,114.85,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2019,127.29,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2018,117.87,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2017,111.97,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2016,111.63,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2015,94.91,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2014,86.61,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2013,82.49,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2012,78.82,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2011,81.75,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2010,87.89,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2009,86.35,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2008,102.24,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2007,85.8,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 1,2006,76.43,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2023,292.4,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2022,292.39,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2021,284.78,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2020,231.35,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2019,245.63,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2018,236.36,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2017,239.02,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2016,231.7,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2015,204.24,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2014,185.02,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2013,187.83,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2012,186.32,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2011,170.8,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2010,180.0,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2009,179.47,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2008,191.83,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2007,183.31,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 2,2006,171.92,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2023,440.53,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2022,448.02,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2021,423.12,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2020,334.38,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2019,380.09,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2018,370.92,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2017,349.21,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2016,346.01,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2015,325.98,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2014,280.58,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2013,262.88,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2012,268.79,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2011,276.24,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2010,266.85,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2009,270.14,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2008,282.82,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2007,268.79,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 3,2006,265.54,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2023,659.88,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2022,608.93,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2021,600.51,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2020,542.55,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2019,541.84,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2018,513.69,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2017,507.62,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2016,484.07,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2015,474.42,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2014,463.24,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2013,398.75,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2012,390.89,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2011,422.3,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2010,410.78,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2009,441.83,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2008,435.91,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2007,397.61,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 4,2006,377.49,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2023,1122.15,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2022,1113.03,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2021,1106.2,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2020,907.07,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2019,904.2,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2018,872.33,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2017,830.49,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2016,835.96,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2015,933.57,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2014,987.19,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2013,873.32,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2012,914.34,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2011,849.53,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2010,905.42,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2009,895.1,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2008,923.2,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2007,831.86,False
Total Nacional, Sanidad, Dato base, Gasto medio por persona, Quintil 5,2006,734.06,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2023,3.81,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2022,3.89,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2021,4.12,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2020,3.71,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2019,3.46,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2018,3.38,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2017,3.36,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2016,3.43,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2015,3.54,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2014,3.52,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2013,3.2,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2012,3.18,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2011,3.07,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2010,3.16,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2009,3.16,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2008,3.18,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2007,2.97,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Total,2006,2.89,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2023,2.47,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2022,2.59,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2021,2.76,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2020,2.48,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2019,2.51,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2018,2.32,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2017,2.25,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2016,2.31,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2015,2.07,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2014,1.93,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2013,1.81,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2012,1.66,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2011,1.67,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2010,1.79,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2009,1.74,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2008,1.94,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2007,1.69,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 1,2006,1.66,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2023,3.25,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2022,3.27,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2021,3.46,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2020,3.07,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2019,2.94,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2018,2.87,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2017,2.96,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2016,2.95,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2015,2.69,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2014,2.51,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2013,2.56,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2012,2.45,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2011,2.21,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2010,2.33,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2009,2.3,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2008,2.39,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2007,2.37,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 2,2006,2.38,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2023,3.63,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2022,3.79,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2021,3.92,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2020,3.37,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2019,3.45,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2018,3.42,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2017,3.29,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2016,3.35,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2015,3.27,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2014,2.88,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2013,2.7,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2012,2.69,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2011,2.71,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2010,2.64,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2009,2.64,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2008,2.69,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2007,2.63,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 3,2006,2.78,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2023,4.1,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2022,3.95,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2021,4.21,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2020,4.13,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2019,3.71,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2018,3.59,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2017,3.65,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2016,3.61,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2015,3.58,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2014,3.58,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2013,3.09,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2012,2.99,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2011,3.15,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2010,3.1,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2009,3.28,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2008,3.18,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2007,2.94,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 4,2006,2.94,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2023,4.31,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2022,4.53,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2021,4.81,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2020,4.21,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2019,3.77,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2018,3.7,False
